"","complex_name","complex_ID","pathway_ID","top_level_pathway_ID","pathway_name","top_level_pathway_name","species"
"13614","HSA","R-HSA-5654322","R-HSA-5654733","R-HSA-162582","Negative regulation of FGFR4 signaling","Signal Transduction","Homo sapiens (Human)"
"13615","HSA","R-HSA-5654326","R-HSA-5654712","R-HSA-162582","FRS-mediated FGFR4 signaling","Signal Transduction","Homo sapiens (Human)"
"13616","HSA","R-HSA-5654326","R-HSA-5673001","R-HSA-162582","RAF/MAP kinase cascade","Signal Transduction","Homo sapiens (Human)"
"13617","HSA","R-HSA-5654327","R-HSA-5654712","R-HSA-162582","FRS-mediated FGFR4 signaling","Signal Transduction","Homo sapiens (Human)"
"13618","HSA","R-HSA-5654327","R-HSA-5673001","R-HSA-162582","RAF/MAP kinase cascade","Signal Transduction","Homo sapiens (Human)"
"13619","HSA","R-HSA-5654330","R-HSA-5654720","R-HSA-162582","PI-3K cascade:FGFR4","Signal Transduction","Homo sapiens (Human)"
"13620","HSA","R-HSA-5654330","R-HSA-5654733","R-HSA-162582","Negative regulation of FGFR4 signaling","Signal Transduction","Homo sapiens (Human)"
"13621","HSA","R-HSA-5654331","R-HSA-5654720","R-HSA-162582","PI-3K cascade:FGFR4","Signal Transduction","Homo sapiens (Human)"
"13622","HSA","R-HSA-5654333","R-HSA-5654720","R-HSA-162582","PI-3K cascade:FGFR4","Signal Transduction","Homo sapiens (Human)"
"13623","HSA","R-HSA-5654335","R-HSA-5654733","R-HSA-162582","Negative regulation of FGFR4 signaling","Signal Transduction","Homo sapiens (Human)"
"13624","HSA","R-HSA-5654337","R-HSA-5654712","R-HSA-162582","FRS-mediated FGFR4 signaling","Signal Transduction","Homo sapiens (Human)"
"13625","HSA","R-HSA-5654339","R-HSA-5654712","R-HSA-162582","FRS-mediated FGFR4 signaling","Signal Transduction","Homo sapiens (Human)"
"13626","HSA","R-HSA-5654340","R-HSA-5654719","R-HSA-162582","SHC-mediated cascade:FGFR4","Signal Transduction","Homo sapiens (Human)"
"13627","HSA","R-HSA-5654340","R-HSA-5673001","R-HSA-162582","RAF/MAP kinase cascade","Signal Transduction","Homo sapiens (Human)"
"13628","HSA","R-HSA-5654343","R-HSA-5654719","R-HSA-162582","SHC-mediated cascade:FGFR4","Signal Transduction","Homo sapiens (Human)"
"13629","HSA","R-HSA-5654343","R-HSA-5673001","R-HSA-162582","RAF/MAP kinase cascade","Signal Transduction","Homo sapiens (Human)"
"13630","HSA","R-HSA-5654346","R-HSA-190373","R-HSA-162582","FGFR1c ligand binding and activation","Signal Transduction","Homo sapiens (Human)"
"13631","HSA","R-HSA-5654346","R-HSA-5654726","R-HSA-162582","Negative regulation of FGFR1 signaling","Signal Transduction","Homo sapiens (Human)"
"13632","HSA","R-HSA-5654348","R-HSA-5658623","R-HSA-162582","FGFRL1 modulation of FGFR1 signaling","Signal Transduction","Homo sapiens (Human)"
"13633","HSA","R-HSA-5654350","R-HSA-5658623","R-HSA-162582","FGFRL1 modulation of FGFR1 signaling","Signal Transduction","Homo sapiens (Human)"
"13634","HSA","R-HSA-5654354","R-HSA-5658623","R-HSA-162582","FGFRL1 modulation of FGFR1 signaling","Signal Transduction","Homo sapiens (Human)"
"13635","HSA","R-HSA-5654355","R-HSA-190373","R-HSA-162582","FGFR1c ligand binding and activation","Signal Transduction","Homo sapiens (Human)"
"13636","HSA","R-HSA-5654357","R-HSA-5654726","R-HSA-162582","Negative regulation of FGFR1 signaling","Signal Transduction","Homo sapiens (Human)"
"13637","HSA","R-HSA-5654360","R-HSA-5654727","R-HSA-162582","Negative regulation of FGFR2 signaling","Signal Transduction","Homo sapiens (Human)"
"13638","HSA","R-HSA-5654362","R-HSA-5654732","R-HSA-162582","Negative regulation of FGFR3 signaling","Signal Transduction","Homo sapiens (Human)"
"13639","HSA","R-HSA-5654363","R-HSA-5654733","R-HSA-162582","Negative regulation of FGFR4 signaling","Signal Transduction","Homo sapiens (Human)"
"13640","HSA","R-HSA-5654745","R-HSA-5655253","R-HSA-1643685","Signaling by FGFR2 in disease","Disease","Homo sapiens (Human)"
"13641","HSA","R-HSA-5654974","R-HSA-3359475","R-HSA-1643685","Defective MMAA causes MMA, cblA type","Disease","Homo sapiens (Human)"
"13642","HSA","R-HSA-5654975","R-HSA-3359462","R-HSA-1643685","Defective AMN causes MGA1","Disease","Homo sapiens (Human)"
"13643","HSA","R-HSA-5654976","R-HSA-3359463","R-HSA-1643685","Defective CUBN causes MGA1","Disease","Homo sapiens (Human)"
"13644","HSA","R-HSA-5654981","R-HSA-110320","R-HSA-73894","Translesion Synthesis by POLH","DNA Repair","Homo sapiens (Human)"
"13645","HSA","R-HSA-5654984","R-HSA-110320","R-HSA-73894","Translesion Synthesis by POLH","DNA Repair","Homo sapiens (Human)"
"13646","HSA","R-HSA-5654988","R-HSA-110320","R-HSA-73894","Translesion Synthesis by POLH","DNA Repair","Homo sapiens (Human)"
"13647","HSA","R-HSA-5654991","R-HSA-110320","R-HSA-73894","Translesion Synthesis by POLH","DNA Repair","Homo sapiens (Human)"
"13648","HSA","R-HSA-5654992","R-HSA-110320","R-HSA-73894","Translesion Synthesis by POLH","DNA Repair","Homo sapiens (Human)"
"13649","HSA","R-HSA-5655139","R-HSA-110320","R-HSA-73894","Translesion Synthesis by POLH","DNA Repair","Homo sapiens (Human)"
"13650","HSA","R-HSA-5655156","R-HSA-110320","R-HSA-73894","Translesion Synthesis by POLH","DNA Repair","Homo sapiens (Human)"
"13651","HSA","R-HSA-5655177","R-HSA-5656169","R-HSA-73894","Termination of translesion DNA synthesis","DNA Repair","Homo sapiens (Human)"
"13652","HSA","R-HSA-5655216","R-HSA-5655302","R-HSA-1643685","Signaling by FGFR1 in disease","Disease","Homo sapiens (Human)"
"13653","HSA","R-HSA-5655217","R-HSA-5655302","R-HSA-1643685","Signaling by FGFR1 in disease","Disease","Homo sapiens (Human)"
"13654","HSA","R-HSA-5655218","R-HSA-5655302","R-HSA-1643685","Signaling by FGFR1 in disease","Disease","Homo sapiens (Human)"
"13655","HSA","R-HSA-5655236","R-HSA-5655253","R-HSA-1643685","Signaling by FGFR2 in disease","Disease","Homo sapiens (Human)"
"13656","HSA","R-HSA-5655237","R-HSA-5655291","R-HSA-1643685","Signaling by FGFR4 in disease","Disease","Homo sapiens (Human)"
"13657","HSA","R-HSA-5655238","R-HSA-5655332","R-HSA-1643685","Signaling by FGFR3 in disease","Disease","Homo sapiens (Human)"
"13658","HSA","R-HSA-5655257","R-HSA-5655253","R-HSA-1643685","Signaling by FGFR2 in disease","Disease","Homo sapiens (Human)"
"13659","HSA","R-HSA-5655267","R-HSA-5655291","R-HSA-1643685","Signaling by FGFR4 in disease","Disease","Homo sapiens (Human)"
"13660","HSA","R-HSA-5655271","R-HSA-5655332","R-HSA-1643685","Signaling by FGFR3 in disease","Disease","Homo sapiens (Human)"
"13661","HSA","R-HSA-5655279","R-HSA-5655291","R-HSA-1643685","Signaling by FGFR4 in disease","Disease","Homo sapiens (Human)"
"13662","HSA","R-HSA-5655294","R-HSA-5655332","R-HSA-1643685","Signaling by FGFR3 in disease","Disease","Homo sapiens (Human)"
"13663","HSA","R-HSA-5655296","R-HSA-5655302","R-HSA-1643685","Signaling by FGFR1 in disease","Disease","Homo sapiens (Human)"
"13664","HSA","R-HSA-5655299","R-HSA-5655291","R-HSA-1643685","Signaling by FGFR4 in disease","Disease","Homo sapiens (Human)"
"13665","HSA","R-HSA-5655305","R-HSA-5655332","R-HSA-1643685","Signaling by FGFR3 in disease","Disease","Homo sapiens (Human)"
"13666","HSA","R-HSA-5655307","R-HSA-5655332","R-HSA-1643685","Signaling by FGFR3 in disease","Disease","Homo sapiens (Human)"
"13667","HSA","R-HSA-5655308","R-HSA-5655291","R-HSA-1643685","Signaling by FGFR4 in disease","Disease","Homo sapiens (Human)"
"13668","HSA","R-HSA-5655312","R-HSA-5655332","R-HSA-1643685","Signaling by FGFR3 in disease","Disease","Homo sapiens (Human)"
"13669","HSA","R-HSA-5655321","R-HSA-5655332","R-HSA-1643685","Signaling by FGFR3 in disease","Disease","Homo sapiens (Human)"
"13670","HSA","R-HSA-5655328","R-HSA-5655302","R-HSA-1643685","Signaling by FGFR1 in disease","Disease","Homo sapiens (Human)"
"13671","HSA","R-HSA-5655330","R-HSA-5655253","R-HSA-1643685","Signaling by FGFR2 in disease","Disease","Homo sapiens (Human)"
"13672","HSA","R-HSA-5655337","R-HSA-5655253","R-HSA-1643685","Signaling by FGFR2 in disease","Disease","Homo sapiens (Human)"
"13673","HSA","R-HSA-5655342","R-HSA-5655291","R-HSA-1643685","Signaling by FGFR4 in disease","Disease","Homo sapiens (Human)"
"13674","HSA","R-HSA-5655344","R-HSA-5655291","R-HSA-1643685","Signaling by FGFR4 in disease","Disease","Homo sapiens (Human)"
"13675","HSA","R-HSA-5655345","R-HSA-5655253","R-HSA-1643685","Signaling by FGFR2 in disease","Disease","Homo sapiens (Human)"
"13676","HSA","R-HSA-5655346","R-HSA-5655253","R-HSA-1643685","Signaling by FGFR2 in disease","Disease","Homo sapiens (Human)"
"13677","HSA","R-HSA-5655461","R-HSA-110314","R-HSA-73894","Recognition of DNA damage by PCNA-containing replication complex","DNA Repair","Homo sapiens (Human)"
"13678","HSA","R-HSA-5655467","R-HSA-110314","R-HSA-73894","Recognition of DNA damage by PCNA-containing replication complex","DNA Repair","Homo sapiens (Human)"
"13679","HSA","R-HSA-5655479","R-HSA-110314","R-HSA-73894","Recognition of DNA damage by PCNA-containing replication complex","DNA Repair","Homo sapiens (Human)"
"13680","HSA","R-HSA-5655492","R-HSA-5655862","R-HSA-73894","Translesion synthesis by POLK","DNA Repair","Homo sapiens (Human)"
"13681","HSA","R-HSA-5655850","R-HSA-5655862","R-HSA-73894","Translesion synthesis by POLK","DNA Repair","Homo sapiens (Human)"
"13682","HSA","R-HSA-5655852","R-HSA-5655862","R-HSA-73894","Translesion synthesis by POLK","DNA Repair","Homo sapiens (Human)"
"13683","HSA","R-HSA-5655895","R-HSA-5655862","R-HSA-73894","Translesion synthesis by POLK","DNA Repair","Homo sapiens (Human)"
"13684","HSA","R-HSA-5655912","R-HSA-5655862","R-HSA-73894","Translesion synthesis by POLK","DNA Repair","Homo sapiens (Human)"
"13685","HSA","R-HSA-5655943","R-HSA-75105","R-HSA-1430728","Fatty acyl-CoA biosynthesis","Metabolism","Homo sapiens (Human)"
"13686","HSA","R-HSA-5655959","R-HSA-5655862","R-HSA-73894","Translesion synthesis by POLK","DNA Repair","Homo sapiens (Human)"
"13687","HSA","R-HSA-5655961","R-HSA-5655862","R-HSA-73894","Translesion synthesis by POLK","DNA Repair","Homo sapiens (Human)"
"13688","HSA","R-HSA-5656063","R-HSA-5654687","R-HSA-162582","Downstream signaling of activated FGFR1","Signal Transduction","Homo sapiens (Human)"
"13689","HSA","R-HSA-5656071","R-HSA-190377","R-HSA-162582","FGFR2b ligand binding and activation","Signal Transduction","Homo sapiens (Human)"
"13690","HSA","R-HSA-5656093","R-HSA-5656121","R-HSA-73894","Translesion synthesis by POLI","DNA Repair","Homo sapiens (Human)"
"13691","HSA","R-HSA-5656097","R-HSA-5656121","R-HSA-73894","Translesion synthesis by POLI","DNA Repair","Homo sapiens (Human)"
"13692","HSA","R-HSA-5656114","R-HSA-5656121","R-HSA-73894","Translesion synthesis by POLI","DNA Repair","Homo sapiens (Human)"
"13693","HSA","R-HSA-5656144","R-HSA-5656121","R-HSA-73894","Translesion synthesis by POLI","DNA Repair","Homo sapiens (Human)"
"13694","HSA","R-HSA-5656146","R-HSA-5656121","R-HSA-73894","Translesion synthesis by POLI","DNA Repair","Homo sapiens (Human)"
"13695","HSA","R-HSA-5656152","R-HSA-5656121","R-HSA-73894","Translesion synthesis by POLI","DNA Repair","Homo sapiens (Human)"
"13696","HSA","R-HSA-5656156","R-HSA-5656121","R-HSA-73894","Translesion synthesis by POLI","DNA Repair","Homo sapiens (Human)"
"13697","HSA","R-HSA-5656340","R-HSA-109704","R-HSA-162582","PI3K Cascade","Signal Transduction","Homo sapiens (Human)"
"13698","HSA","R-HSA-5656340","R-HSA-1257604","R-HSA-162582","PIP3 activates AKT signaling","Signal Transduction","Homo sapiens (Human)"
"13699","HSA","R-HSA-5656340","R-HSA-190370","R-HSA-162582","FGFR1b ligand binding and activation","Signal Transduction","Homo sapiens (Human)"
"13700","HSA","R-HSA-5656340","R-HSA-2219530","R-HSA-1643685","Constitutive Signaling by Aberrant PI3K in Cancer","Disease","Homo sapiens (Human)"
"13701","HSA","R-HSA-5656340","R-HSA-5654219","R-HSA-162582","Phospholipase C-mediated cascade: FGFR1","Signal Transduction","Homo sapiens (Human)"
"13702","HSA","R-HSA-5656340","R-HSA-5654687","R-HSA-162582","Downstream signaling of activated FGFR1","Signal Transduction","Homo sapiens (Human)"
"13703","HSA","R-HSA-5656340","R-HSA-5654688","R-HSA-162582","SHC-mediated cascade:FGFR1","Signal Transduction","Homo sapiens (Human)"
"13704","HSA","R-HSA-5656340","R-HSA-5654689","R-HSA-162582","PI-3K cascade:FGFR1","Signal Transduction","Homo sapiens (Human)"
"13705","HSA","R-HSA-5656340","R-HSA-5654693","R-HSA-162582","FRS-mediated FGFR1 signaling","Signal Transduction","Homo sapiens (Human)"
"13706","HSA","R-HSA-5656340","R-HSA-5654726","R-HSA-162582","Negative regulation of FGFR1 signaling","Signal Transduction","Homo sapiens (Human)"
"13707","HSA","R-HSA-5656340","R-HSA-5673001","R-HSA-162582","RAF/MAP kinase cascade","Signal Transduction","Homo sapiens (Human)"
"13708","HSA","R-HSA-5656340","R-HSA-6811558","R-HSA-162582","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","Signal Transduction","Homo sapiens (Human)"
"13709","HSA","R-HSA-5656406","R-HSA-112126","R-HSA-73894","ALKBH3 mediated reversal of alkylation damage","DNA Repair","Homo sapiens (Human)"
"13710","HSA","R-HSA-5656407","R-HSA-112126","R-HSA-73894","ALKBH3 mediated reversal of alkylation damage","DNA Repair","Homo sapiens (Human)"
"13711","HSA","R-HSA-5656440","R-HSA-5657560","R-HSA-1643685","Hereditary fructose intolerance","Disease","Homo sapiens (Human)"
"13712","HSA","R-HSA-5656443","R-HSA-5657562","R-HSA-1643685","Essential fructosuria","Disease","Homo sapiens (Human)"
"13713","HSA","R-HSA-5656445","R-HSA-5657560","R-HSA-1643685","Hereditary fructose intolerance","Disease","Homo sapiens (Human)"
"13714","HSA","R-HSA-5656448","R-HSA-5657562","R-HSA-1643685","Essential fructosuria","Disease","Homo sapiens (Human)"
"13715","HSA","R-HSA-5656464","R-HSA-112122","R-HSA-73894","ALKBH2 mediated reversal of alkylation damage","DNA Repair","Homo sapiens (Human)"
"13716","HSA","R-HSA-5656466","R-HSA-112126","R-HSA-73894","ALKBH3 mediated reversal of alkylation damage","DNA Repair","Homo sapiens (Human)"
"13717","HSA","R-HSA-5656495","R-HSA-9931510","R-HSA-9909396","Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes","Circadian clock","Homo sapiens (Human)"
"13718","HSA","R-HSA-5657613","R-HSA-112122","R-HSA-73894","ALKBH2 mediated reversal of alkylation damage","DNA Repair","Homo sapiens (Human)"
"13719","HSA","R-HSA-5657616","R-HSA-112122","R-HSA-73894","ALKBH2 mediated reversal of alkylation damage","DNA Repair","Homo sapiens (Human)"
"13720","HSA","R-HSA-5657618","R-HSA-112126","R-HSA-73894","ALKBH3 mediated reversal of alkylation damage","DNA Repair","Homo sapiens (Human)"
"13721","HSA","R-HSA-5657631","R-HSA-5657655","R-HSA-73894","MGMT-mediated DNA damage reversal","DNA Repair","Homo sapiens (Human)"
"13722","HSA","R-HSA-5657636","R-HSA-112122","R-HSA-73894","ALKBH2 mediated reversal of alkylation damage","DNA Repair","Homo sapiens (Human)"
"13723","HSA","R-HSA-5657639","R-HSA-5657655","R-HSA-73894","MGMT-mediated DNA damage reversal","DNA Repair","Homo sapiens (Human)"
"13724","HSA","R-HSA-5657647","R-HSA-112126","R-HSA-73894","ALKBH3 mediated reversal of alkylation damage","DNA Repair","Homo sapiens (Human)"
"13725","HSA","R-HSA-5657653","R-HSA-112126","R-HSA-73894","ALKBH3 mediated reversal of alkylation damage","DNA Repair","Homo sapiens (Human)"
"13726","HSA","R-HSA-5657662","R-HSA-5657655","R-HSA-73894","MGMT-mediated DNA damage reversal","DNA Repair","Homo sapiens (Human)"
"13727","HSA","R-HSA-5657991","R-HSA-5659898","R-HSA-1643685","Intestinal saccharidase deficiencies","Disease","Homo sapiens (Human)"
"13728","HSA","R-HSA-5657997","R-HSA-5659898","R-HSA-1643685","Intestinal saccharidase deficiencies","Disease","Homo sapiens (Human)"
"13729","HSA","R-HSA-5658215","R-HSA-5658442","R-HSA-162582","Regulation of RAS by GAPs","Signal Transduction","Homo sapiens (Human)"
"13730","HSA","R-HSA-5658215","R-HSA-6802953","R-HSA-1643685","RAS signaling downstream of NF1 loss-of-function variants","Disease","Homo sapiens (Human)"
"13731","HSA","R-HSA-5658227","R-HSA-5658442","R-HSA-162582","Regulation of RAS by GAPs","Signal Transduction","Homo sapiens (Human)"
"13732","HSA","R-HSA-5658232","R-HSA-5658442","R-HSA-162582","Regulation of RAS by GAPs","Signal Transduction","Homo sapiens (Human)"
"13733","HSA","R-HSA-5658235","R-HSA-5658442","R-HSA-162582","Regulation of RAS by GAPs","Signal Transduction","Homo sapiens (Human)"
"13734","HSA","R-HSA-5658235","R-HSA-6802953","R-HSA-1643685","RAS signaling downstream of NF1 loss-of-function variants","Disease","Homo sapiens (Human)"
"13735","HSA","R-HSA-5658236","R-HSA-5658442","R-HSA-162582","Regulation of RAS by GAPs","Signal Transduction","Homo sapiens (Human)"
"13736","HSA","R-HSA-5658236","R-HSA-6802953","R-HSA-1643685","RAS signaling downstream of NF1 loss-of-function variants","Disease","Homo sapiens (Human)"
"13737","HSA","R-HSA-5658416","R-HSA-5658442","R-HSA-162582","Regulation of RAS by GAPs","Signal Transduction","Homo sapiens (Human)"
"13738","HSA","R-HSA-5658420","R-HSA-5658442","R-HSA-162582","Regulation of RAS by GAPs","Signal Transduction","Homo sapiens (Human)"
"13739","HSA","R-HSA-5658520","R-HSA-977225","R-HSA-392499","Amyloid fiber formation","Metabolism of proteins","Homo sapiens (Human)"
"13740","HSA","R-HSA-5658551","R-HSA-977225","R-HSA-392499","Amyloid fiber formation","Metabolism of proteins","Homo sapiens (Human)"
"13741","HSA","R-HSA-5658557","R-HSA-977225","R-HSA-392499","Amyloid fiber formation","Metabolism of proteins","Homo sapiens (Human)"
"13742","HSA","R-HSA-5658558","R-HSA-977225","R-HSA-392499","Amyloid fiber formation","Metabolism of proteins","Homo sapiens (Human)"
"13743","HSA","R-HSA-5658565","R-HSA-977225","R-HSA-392499","Amyloid fiber formation","Metabolism of proteins","Homo sapiens (Human)"
"13744","HSA","R-HSA-5659802","R-HSA-5689901","R-HSA-392499","Metalloprotease DUBs","Metabolism of proteins","Homo sapiens (Human)"
"13745","HSA","R-HSA-5659802","R-HSA-5693565","R-HSA-73894","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","DNA Repair","Homo sapiens (Human)"
"13746","HSA","R-HSA-5659852","R-HSA-5693565","R-HSA-73894","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","DNA Repair","Homo sapiens (Human)"
"13747","HSA","R-HSA-5659852","R-HSA-69473","R-HSA-1640170","G2/M DNA damage checkpoint","Cell Cycle","Homo sapiens (Human)"
"13748","HSA","R-HSA-5659887","R-HSA-5659898","R-HSA-1643685","Intestinal saccharidase deficiencies","Disease","Homo sapiens (Human)"
"13749","HSA","R-HSA-5659888","R-HSA-5659898","R-HSA-1643685","Intestinal saccharidase deficiencies","Disease","Homo sapiens (Human)"
"13750","HSA","R-HSA-5659906","R-HSA-5659898","R-HSA-1643685","Intestinal saccharidase deficiencies","Disease","Homo sapiens (Human)"
"13751","HSA","R-HSA-5659911","R-HSA-5659898","R-HSA-1643685","Intestinal saccharidase deficiencies","Disease","Homo sapiens (Human)"
"13752","HSA","R-HSA-5659912","R-HSA-5659898","R-HSA-1643685","Intestinal saccharidase deficiencies","Disease","Homo sapiens (Human)"
"13753","HSA","R-HSA-5659914","R-HSA-5659898","R-HSA-1643685","Intestinal saccharidase deficiencies","Disease","Homo sapiens (Human)"
"13754","HSA","R-HSA-5659970","R-HSA-163754","R-HSA-1430728","Insulin effects increased synthesis of Xylulose-5-Phosphate","Metabolism","Homo sapiens (Human)"
"13755","HSA","R-HSA-5659970","R-HSA-71336","R-HSA-1430728","Pentose phosphate pathway","Metabolism","Homo sapiens (Human)"
"13756","HSA","R-HSA-5659970","R-HSA-9818028","R-HSA-8953897","NFE2L2 regulates pentose phosphate pathway genes","Cellular responses to stimuli","Homo sapiens (Human)"
"13757","HSA","R-HSA-5659973","R-HSA-6791055","R-HSA-1643685","TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P","Disease","Homo sapiens (Human)"
"13758","HSA","R-HSA-5659973","R-HSA-6791462","R-HSA-1643685","TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P","Disease","Homo sapiens (Human)"
"13759","HSA","R-HSA-5659982","R-HSA-6791055","R-HSA-1643685","TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P","Disease","Homo sapiens (Human)"
"13760","HSA","R-HSA-5659982","R-HSA-6791462","R-HSA-1643685","TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P","Disease","Homo sapiens (Human)"
"13761","HSA","R-HSA-5660004","R-HSA-6791055","R-HSA-1643685","TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P","Disease","Homo sapiens (Human)"
"13762","HSA","R-HSA-5660004","R-HSA-6791462","R-HSA-1643685","TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P","Disease","Homo sapiens (Human)"
"13763","HSA","R-HSA-5660027","R-HSA-5661270","R-HSA-1430728","Formation of xylulose-5-phosphate","Metabolism","Homo sapiens (Human)"
"13764","HSA","R-HSA-5660435","R-HSA-5660489","R-HSA-8953897","MTF1 activates gene expression","Cellular responses to stimuli","Homo sapiens (Human)"
"13765","HSA","R-HSA-5660440","R-HSA-1989781","R-HSA-1430728","PPARA activates gene expression","Metabolism","Homo sapiens (Human)"
"13766","HSA","R-HSA-5660440","R-HSA-2426168","R-HSA-1430728","Activation of gene expression by SREBF (SREBP)","Metabolism","Homo sapiens (Human)"
"13767","HSA","R-HSA-5660451","R-HSA-5660489","R-HSA-8953897","MTF1 activates gene expression","Cellular responses to stimuli","Homo sapiens (Human)"
"13768","HSA","R-HSA-5660456","R-HSA-1989781","R-HSA-1430728","PPARA activates gene expression","Metabolism","Homo sapiens (Human)"
"13769","HSA","R-HSA-5660456","R-HSA-2426168","R-HSA-1430728","Activation of gene expression by SREBF (SREBP)","Metabolism","Homo sapiens (Human)"
"13770","HSA","R-HSA-5660456","R-HSA-5660489","R-HSA-8953897","MTF1 activates gene expression","Cellular responses to stimuli","Homo sapiens (Human)"
"13771","HSA","R-HSA-5660467","R-HSA-1989781","R-HSA-1430728","PPARA activates gene expression","Metabolism","Homo sapiens (Human)"
"13772","HSA","R-HSA-5660467","R-HSA-2426168","R-HSA-1430728","Activation of gene expression by SREBF (SREBP)","Metabolism","Homo sapiens (Human)"
"13773","HSA","R-HSA-5660467","R-HSA-5660489","R-HSA-8953897","MTF1 activates gene expression","Cellular responses to stimuli","Homo sapiens (Human)"
"13774","HSA","R-HSA-5660651","R-HSA-5660668","R-HSA-168256","CLEC7A/inflammasome pathway","Immune System","Homo sapiens (Human)"
"13775","HSA","R-HSA-5660652","R-HSA-5621575","R-HSA-168256","CD209 (DC-SIGN) signaling","Immune System","Homo sapiens (Human)"
"13776","HSA","R-HSA-5660653","R-HSA-5660668","R-HSA-168256","CLEC7A/inflammasome pathway","Immune System","Homo sapiens (Human)"
"13777","HSA","R-HSA-5660654","R-HSA-5660668","R-HSA-168256","CLEC7A/inflammasome pathway","Immune System","Homo sapiens (Human)"
"13778","HSA","R-HSA-5660656","R-HSA-5621575","R-HSA-168256","CD209 (DC-SIGN) signaling","Immune System","Homo sapiens (Human)"
"13779","HSA","R-HSA-5660657","R-HSA-5621575","R-HSA-168256","CD209 (DC-SIGN) signaling","Immune System","Homo sapiens (Human)"
"13780","HSA","R-HSA-5660743","R-HSA-977225","R-HSA-392499","Amyloid fiber formation","Metabolism of proteins","Homo sapiens (Human)"
"13781","HSA","R-HSA-5660766","R-HSA-977225","R-HSA-392499","Amyloid fiber formation","Metabolism of proteins","Homo sapiens (Human)"
"13782","HSA","R-HSA-5660974","R-HSA-5607761","R-HSA-168256","Dectin-1 mediated noncanonical NF-kB signaling","Immune System","Homo sapiens (Human)"
"13783","HSA","R-HSA-5660974","R-HSA-5621575","R-HSA-168256","CD209 (DC-SIGN) signaling","Immune System","Homo sapiens (Human)"
"13784","HSA","R-HSA-5661158","R-HSA-977225","R-HSA-392499","Amyloid fiber formation","Metabolism of proteins","Homo sapiens (Human)"
"13785","HSA","R-HSA-5661162","R-HSA-977225","R-HSA-392499","Amyloid fiber formation","Metabolism of proteins","Homo sapiens (Human)"
"13786","HSA","R-HSA-5661211","R-HSA-5661231","R-HSA-8953897","Metallothioneins bind metals","Cellular responses to stimuli","Homo sapiens (Human)"
"13787","HSA","R-HSA-5661213","R-HSA-5661231","R-HSA-8953897","Metallothioneins bind metals","Cellular responses to stimuli","Homo sapiens (Human)"
"13788","HSA","R-HSA-5661235","R-HSA-5661231","R-HSA-8953897","Metallothioneins bind metals","Cellular responses to stimuli","Homo sapiens (Human)"
"13789","HSA","R-HSA-5661289","R-HSA-5661270","R-HSA-1430728","Formation of xylulose-5-phosphate","Metabolism","Homo sapiens (Human)"
"13790","HSA","R-HSA-5661506","R-HSA-5357905","R-HSA-162582","Regulation of TNFR1 signaling","Signal Transduction","Homo sapiens (Human)"
"13791","HSA","R-HSA-5662476","R-HSA-5652227","R-HSA-1430728","Fructose biosynthesis","Metabolism","Homo sapiens (Human)"
"13792","HSA","R-HSA-5662476","R-HSA-5661270","R-HSA-1430728","Formation of xylulose-5-phosphate","Metabolism","Homo sapiens (Human)"
"13793","HSA","R-HSA-5662561","R-HSA-5661231","R-HSA-8953897","Metallothioneins bind metals","Cellular responses to stimuli","Homo sapiens (Human)"
"13794","HSA","R-HSA-5662563","R-HSA-5661231","R-HSA-8953897","Metallothioneins bind metals","Cellular responses to stimuli","Homo sapiens (Human)"
"13795","HSA","R-HSA-5662567","R-HSA-5661231","R-HSA-8953897","Metallothioneins bind metals","Cellular responses to stimuli","Homo sapiens (Human)"
"13796","HSA","R-HSA-5662568","R-HSA-5661231","R-HSA-8953897","Metallothioneins bind metals","Cellular responses to stimuli","Homo sapiens (Human)"
"13797","HSA","R-HSA-5662570","R-HSA-5661231","R-HSA-8953897","Metallothioneins bind metals","Cellular responses to stimuli","Homo sapiens (Human)"
"13798","HSA","R-HSA-5662573","R-HSA-5661231","R-HSA-8953897","Metallothioneins bind metals","Cellular responses to stimuli","Homo sapiens (Human)"
"13799","HSA","R-HSA-5662574","R-HSA-5661231","R-HSA-8953897","Metallothioneins bind metals","Cellular responses to stimuli","Homo sapiens (Human)"
"13800","HSA","R-HSA-5662575","R-HSA-5661231","R-HSA-8953897","Metallothioneins bind metals","Cellular responses to stimuli","Homo sapiens (Human)"
"13801","HSA","R-HSA-5662577","R-HSA-5661231","R-HSA-8953897","Metallothioneins bind metals","Cellular responses to stimuli","Homo sapiens (Human)"
